,B2B,Total Sales,Avg Sales Per Order,Total Quantity,Avg Quantity Per Order,Order Count
0,False,77998690.46,648.1957456038293,115638,0.960991257520859,120332
1,True,591479.79,700.8054383886256,841,0.9964454976303317,844
